,isbn,count
112160,8408014692,0
112161,842066104X,1
112162,8475967744,1
112163,8478733345,1
112164,0064440060,1
112165,0064441628,0
112166,0064451798,1
112167,0312190301,1
112168,0316135496,2
112169,0375812474,0
112170,043932114X,1
112171,0590393774,1
112172,0590508342,2
112173,0590922424,0
112174,0688064299,2
112175,0761320830,1
112176,0761320938,1
112177,0812014529,0
112178,0816738653,1
112179,1571020861,1
112180,0460118374,1
112181,0710067569,1
112182,1862075565,1
112183,0670480223,1
112184,091388006X,1
112185,1579900917,1
112186,8806116185,0
112187,0026301253,2
112188,0345427564,1
112189,0399135952,1
112190,0446514802,0
112191,0471044601,1
112192,0517320916,1
112193,0517420570,2
112194,0517574721,0
112195,0671649582,1
112196,0792237145,1
112197,0812816641,1
112198,0877954100,1
112199,0877958890,0
112200,0899666000,1
112201,0918518784,1
112202,0380399903,1
112203,0773518878,1
112204,0001850121,0
112205,0024045411,1
112206,003013157X,1
112207,0822000105,1
112208,0140064117,1
112209,0395364051,0
112210,0028615689,1
112211,0140435131,3
112212,0140435476,0
112213,0140437649,1
112214,0140441506,1
112215,0142800295,1
112216,0151009082,1
112217,0281043329,0
112218,0312131127,1
112219,0312290896,3
112220,0312294182,0
112221,0316832642,1
112222,0330344994,1
112223,0374106770,1
112224,0374237255,1
112225,0375704566,0
112226,0385497709,2
112227,0385497725,1
112228,0439451930,1
112229,0571196349,2
112230,0670031844,1
112231,0739303384,1
112232,0743507843,0
112233,0743525116,1
112234,0747257558,1
112235,0843945540,1
112236,0861905164,1
112237,1559278641,0
112238,1564585034,1
112239,1582186170,1
112240,1852427418,2
112241,1903471516,0
112242,0517091178,1
112243,0471957143,1
112244,1855380269,1
112245,0340423579,1
112246,0553247085,1
112247,0590463853,1
112248,0590929224,1
112249,0609803255,1
112250,067988646X,1
112251,0689834667,3
112252,076131346X,0
112253,078143372X,1
112254,0785269894,1
112255,0805493492,1
112256,0809493780,1
112257,0830816240,0
112258,0849916801,2
112259,0849934028,1
112260,0874060478,1
112261,0882640038,0
112262,0882643266,1
112263,0890878269,1
112264,0894808435,1
112265,0895261642,2
112266,0936728620,1
112267,0964254875,1
112268,0966345738,1
112269,1558704744,0
112270,1561796468,1
112271,1578561930,1
112272,1585673463,1
112273,1589971272,1
112274,1890612154,1
112275,0671852132,1
112276,0590937065,2
112277,0394740815,0
112278,0441005888,1
112279,0441006175,1
112280,0451121406,1
112281,067085025X,1
112282,0679311343,0
112283,0704340356,1
112284,0704341549,2
112285,0773517308,1
112286,0802133223,1
112287,0805238298,1
112288,0888782829,1
112289,0889821615,1
112290,0889821763,0
112291,0896260402,1
112292,0906500184,1
112293,0929005163,1
112294,0941300048,1
112295,0941483150,0
112296,0941483193,1
112297,0962859508,1
112298,0962862150,1
112299,1562801511,1
112300,1562802461,0
112301,1562802607,1
112302,1563410729,1
112303,1563410826,1
112304,1883523478,1
112305,342307387X,0
112306,3471793348,1
112307,3499108682,1
112308,3499117940,1
112309,3499154625,1
112310,0345395182,2
112311,2266093681,1
112312,0345304330,1
112313,0465078354,0
112314,1568582323,1
112315,0553278452,2
112316,0440027454,1
112317,0440071666,0
112318,0718129474,1
112319,2013219369,1
112320,1561008508,1
112321,3596142245,1
112322,1929132506,0
112323,0897500318,1
112324,0340341548,1
112325,0908011202,1
112326,374665422X,1
112327,0440912393,0
112328,0451153057,1
112329,0689717849,1
112330,3404118693,1
112331,3810523534,1
112332,090671009X,0
112333,0906710510,3
112334,1853042420,1
112335,1853042439,0
112336,3423124253,1
112337,3442353785,1
112338,3442442583,1
112339,3442442605,1
112340,3442726999,0
112341,3492230377,1
112342,3492231403,1
112343,3518402897,1
112344,3548602304,1
112345,3596121256,0
112346,0440441900,1
112347,0440413915,1
112348,3423130024,2
112349,342320088X,0
112350,3442092868,1
112351,3499221349,1
112352,3499221365,1
112353,3596147247,1
112354,3596148413,0
112355,3423206586,1
112356,0738857009,1
112357,038040592X,1
112358,0802138365,1
112359,0805009221,0
112360,0028617452,2
112361,0060830484,1
112362,0192817809,1
112363,0380757516,0
112364,0380763710,1
112365,0385079583,1
112366,0425094774,1
112367,0451143957,1
112368,067089477X,0
112369,0671424424,1
112370,0671521462,1
112371,0671689096,1
112372,0688147135,1
112373,0739417924,1
112374,0739419277,1
112375,0787255343,1
112376,0812045971,1
112377,0820316636,0
112378,0886772001,1
112379,0887307930,1
112380,0960714006,1
112381,1556113706,1
112382,8496080072,0
112383,8439210450,1
112384,8495618494,1
112385,0517597004,1
112386,0880387793,1
112387,1556706642,0
112388,0416179207,1
112389,0706415493,1
112390,0140067205,1
112391,0762401788,1
112392,3442450519,0
112393,0786705965,1
112394,1561010812,1
112395,8401360439,1
112396,3423243104,1
112397,0679031502,0
112398,1562051326,1
112399,1586481258,1
112400,8420646237,1
112401,9590802494,1
112402,1414025696,0
112403,0385504217,1
112404,1564595900,1
112405,2253137502,2
112406,0062501941,0
112407,0517577526,1
112408,0671809121,2
112409,0889740763,1
112410,0895941414,3
112411,0921586949,1
112412,1853263214,1
112413,1877741019,1
112414,3442721741,1
112415,0752900501,1
112416,3518398857,0
112417,0061076082,1
112418,8838914729,1
112419,038070854X,1
112420,0971030901,1
112421,0445205636,1
112422,0312261241,0
112423,1930722036,1
112424,0140181350,1
112425,2738659268,1
112426,000458726X,2
112427,0140068058,1
112428,0156011492,2
112429,0198603630,0
112430,0199102058,1
112431,0310925908,1
112432,0333423747,1
112433,0340232625,1
112434,0435901265,0
112435,0435901362,1
112436,0460044125,1
112437,0521433320,1
112438,0563212861,1
112439,0572007795,0
112440,0709154771,1
112441,0711932786,1
112442,0781804809,1
112443,0790005913,1
112444,0855634545,0
112445,086379033X,1
112446,090414755X,1
112447,1560972181,1
112448,1561632074,1
112449,1561632503,0
112450,1561632570,1
112451,1852243236,1
112452,1853755079,1
112453,1853995223,1
112454,1853995371,0
112455,1869340116,1
112456,1870870158,1
112457,1887128611,1
112458,2831562376,1
112459,2831565324,0
112460,3491240212,1
112461,3783905486,1
112462,8200063887,1
112463,9158202021,1
112464,0061012548,0
112465,0471183679,1
112466,3550070772,1
112467,3423780916,1
112468,3882433892,1
112469,3455150187,0
112470,3518401300,1
112471,3596800633,1
112472,3630870341,1
112473,3933575028,1
112474,8071812447,0
112475,9726390001,2
112476,3499184931,1
112477,3525603312,1
112478,3525603460,0
112479,3596233542,1
112480,359626796X,1
112481,3775120661,1
112482,3499232391,1
112483,034538265X,1
112484,0880295554,1
112485,3423243090,1
112486,3442131790,1
112487,3442449979,0
112488,3458192360,1
112489,3548602177,1
112490,0465042953,1
112491,0571169546,1
112492,3257007337,0
112493,3423202866,1
112494,351839942X,1
112495,3522432959,1
112496,3789157031,1
112497,3499152312,0
112498,3257700091,1
112499,3404148355,1
112500,3548255280,1
112501,3770149904,1
112502,3774223890,0
112503,3785711204,1
112504,3923622104,1
112505,3404144848,1
112506,3701503060,1
112507,033033560X,1
112508,0836230302,1
112509,0930452895,2
112510,3499262231,1
112511,3518396129,1
112512,3498046829,1
112513,0060090324,1
112514,0440219736,0
112515,0517884976,1
112516,1880284537,1
112517,0812508920,2
112518,2226109501,0
112519,0393051536,1
112520,0140161589,1
112521,0140183507,1
112522,031211236X,1
112523,0452009308,1
112524,0452268966,1
112525,0520079671,1
112526,0534009735,1
112527,0805039384,0
112528,0844237663,1
112529,1859675301,1
112530,3423016434,1
112531,3492226965,1
112532,3596220742,1
112533,0375703977,1
112534,3492236782,1
112535,0801491304,1
112536,0394497430,1
112537,0312854412,1
112538,0140441573,1
112539,0307247074,1
112540,0449703134,1
112541,0590023853,1
112542,0671002945,1
112543,0671529617,1
112544,068950408X,0
112545,015667601X,1
112546,0671723472,1
112547,0375751467,2
112548,0786866659,0
112549,0805065741,1
112550,0192816322,1
112551,0192829556,1
112552,0312172982,1
112553,0345329082,0
112554,0415906288,1
112555,050020019X,1
112556,0521339626,1
112557,057117213X,1
112558,0631205268,0
112559,0691102279,1
112560,0714840831,1
112561,074560501X,1
112562,0801483867,1
112563,0812217020,0
112564,0902677071,1
112565,0942299639,1
112566,158115075X,1
112567,1896597246,1
112568,286869831X,0
112569,2912107008,2
112570,8420633976,1
112571,9722013343,1
112572,0553158503,0
112573,0553159259,1
112574,0060974745,1
112575,000255755X,1
112576,0004126491,1
112577,020174144X,0
112578,0670840696,1
112579,0670880825,1
112580,0771037066,1
112581,078581275X,1
112582,0811828352,0
112583,0881791326,1
112584,0891343296,1
112585,0919890873,1
112586,0920656854,1
112587,0969518080,1
112588,0969875258,1
112589,0969875290,1
112590,1550651463,1
112591,1551580004,0
112592,1551923041,1
112593,1564967743,1
112594,1579590071,1
112595,1896754031,1
112596,1896754171,0
112597,1896754198,1
112598,9057680122,1
112599,0061087068,2
112600,3423620277,0
112601,0312114702,2
112602,3552049010,1
112603,3596294339,1
112604,3466343232,1
112605,3293200125,1
112606,3406050514,1
112607,3442165016,1
112608,3453075633,2
112609,3518371444,1
112610,3522133609,1
112611,3596259398,1
112612,0156278065,1
112613,0060162619,1
112614,0312190379,1
112615,0312300824,1
112616,0152046917,1
112617,0345323149,2
112618,0425099695,1
112619,0553572881,3
112620,0808545256,0
112621,0863162584,2
112622,0875428681,2
112623,1561840718,3
112624,1573181633,1
112625,1840460628,2
112626,097139427X,2
112627,0441248837,1
112628,0060148330,2
112629,0385000197,1
112630,0517204312,0
112631,0553053248,1
112632,0844259888,1
112633,359610436X,1
112634,047129604X,1
112635,0809239264,0
112636,1556114419,1
112637,1568848684,1
112638,1879360292,1
112639,1884910432,1
112640,0802137237,0
112641,0773761403,1
112642,0770107451,1
112643,0399232079,1
112644,0140185224,1
112645,0553541862,1
112646,0380795183,1
112647,0385496842,1
112648,0451522338,1
112649,0471214205,1
112650,0812930290,1
112651,0966620208,1
112652,1558000364,1
112653,1559943696,0
112654,1559947748,1
112655,1885173733,1
112656,1888358041,1
112657,0316773549,1
112658,0671007955,1
112659,0671868349,2
112660,0316106313,2
112661,0316294527,1
112662,0380581493,1
112663,0394720334,1
112664,044021016X,0
112665,0446517372,1
112666,0534605702,1
112667,0679420053,1
112668,0743240987,1
112669,0761106251,0
112670,0898159652,1
112671,1575663864,2
112672,0060198362,1
112673,0061061638,0
112674,0310201195,1
112675,0425197123,1
112676,044094774X,2
112677,0448424851,1
112678,0679410538,1
112679,0736909958,1
112680,0803263309,1
112681,0836221281,0
112682,0842354050,1
112683,0871136821,1
112684,1582430276,2
112685,0140289526,2
112686,0375507566,2
112687,0764565648,0
112688,0813026210,1
112689,1864503580,1
112690,8408023160,1
112691,0316695971,1
112692,0425156648,0
112693,0515111147,1
112694,0393310957,1
112695,0812516478,2
112696,1569314950,0
112697,0140290133,1
112698,2020538040,1
112699,2020562286,1
112700,2066562017,1
112701,2070388921,0
112702,2070401863,1
112703,2070407527,1
112704,2070411672,1
112705,2070421813,1
112706,207073269X,0
112707,2080707825,1
112708,2226095705,1
112709,2234053706,1
112710,2264033118,1
112711,2264036168,0
112712,226611753X,1
112713,2266124854,1
112714,2707300551,1
112715,2707311847,1
112716,2707317217,1
112717,2742738487,2
112718,2253143251,1
112719,3453868641,1
112720,0006541690,1
112721,0393049086,1
112722,0553288539,1
112723,3323000455,0
112724,3424006939,1
112725,3426617307,1
112726,3442121930,1
112727,344244103X,1
112728,3492226213,0
112729,3778736140,1
112730,3780200333,1
112731,3780200341,1
112732,378020035X,1
112733,3780200376,0
112734,3780200457,1
112735,3811816489,2
112736,3822800341,1
112737,3426616882,1
112738,0141181249,1
112739,0816317194,1
112740,0195052145,1
112741,0553527290,0
112742,0764220020,1
112743,0812545265,1
112744,0813108462,1
112745,0874062578,1
112746,155597175X,0
112747,1558744258,1
112748,1574901516,1
112749,0316104914,1
112750,0764550020,2
112751,0316545015,1
112752,0374299951,2
112753,8434808188,0
112754,843482082X,1
112755,8434856719,3
112756,8440697945,0
112757,8401341558,1
112758,0966234634,1
112759,8493329630,1
112760,3767210010,1
112761,8804336498,0
112762,8811739705,1
112763,0399233385,1
112764,0345413091,1
112765,0375508430,1
112766,0701130342,0
112767,0060156309,1
112768,0192141945,1
112769,0201353717,1
112770,0207154317,1
112771,0224044842,0
112772,0233994254,1
112773,0312263767,1
112774,0316108367,1
112775,0340745983,1
112776,0413415600,1
112777,0465054846,1
112778,0586067523,1
112779,0590428950,1
112780,0646105647,0
112781,0684851482,1
112782,0689311737,1
112783,0691057575,1
112784,0722157657,1
112785,0737303239,2
112786,0738208612,1
112787,0743207475,1
112788,0747520992,0
112789,0751334294,1
112790,0811810291,3
112791,0850916496,0
112792,0876051425,1
112793,1558505415,2
112794,156924720X,1
112795,156971441X,0
112796,1841190454,1
112797,185152195X,1
112798,1864360046,1
112799,1877988154,1
112800,1931498482,0
112801,0684831988,1
112802,192976717X,1
112803,0553292390,1
112804,0812568826,1
112805,089870183X,1
112806,0874062365,1
112807,0312857098,1
112808,0743444779,1
112809,3442447046,1
112810,0060956119,2
112811,0061031623,1
112812,0140173277,0
112813,0312423101,1
112814,0330316516,1
112815,0618154507,1
112816,0749312297,1
112817,0908704755,0
112818,1569472610,3
112819,1843301652,1
112820,1869411196,0
112821,0060174986,1
112822,006098712X,1
112823,0276420136,1
112824,0310281512,1
112825,0312325614,0
112826,0399529683,1
112827,0449908844,1
112828,0451208250,2
112829,0451409752,0
112830,0517103370,1
112831,0553575341,3
112832,0670852961,0
112833,067150245X,1
112834,0671888722,1
112835,0786889217,1
112836,0801010667,1
112837,0801012074,0
112838,080198775X,3
112839,0802463223,1
112840,0809243385,0
112841,0816314004,1
112842,0830716076,1
112843,0842311653,1
112844,0842333452,1
112845,0849909279,3
112846,0965378314,1
112847,0967690803,0
112848,1561733792,1
112849,1562920030,1
112850,1565072529,1
112851,1577485378,1
112852,1580626009,0
112853,1593280009,1
112854,1593280041,1
112855,1883013887,1
112856,1887656650,1
112857,1888914831,0
112858,1894663500,1
112859,1931742766,1
112860,031202889X,1
112861,0764552090,1
112862,0517888297,1
112863,3785720807,1
112864,0916103730,1
112865,0852443234,1
112866,0131101145,0
112867,0140501533,1
112868,0603553516,2
112869,0099194309,1
112870,0312155735,0
112871,0333901916,2
112872,0380794764,1
112873,0380820439,1
112874,0446692972,1
112875,0553262203,1
112876,0571141978,1
112877,0571201385,1
112878,0670887307,0
112879,0749003529,1
112880,0786206217,1
112881,156584341X,1
112882,0395277698,1
112883,0887846378,1
112884,0394519434,1
112885,1585421944,2
112886,0064434591,0
112887,0152017372,1
112888,0268013314,1
112889,0451404882,1
112890,0452265517,1
112891,0570090032,0
112892,0688135765,1
112893,0805005390,1
112894,0816734615,1
112895,0816739943,1
112896,0824518632,0
112897,0866252193,1
112898,0866253173,1
112899,0877935076,1
112900,0891096353,1
112901,0931367131,0
112902,096620154X,1
112903,1587410699,1
112904,0440506034,1
112905,0139710604,1
112906,0140443061,0
112907,0399521232,1
112908,0671735578,2
112909,0920633153,1
112910,1558741585,0
112911,1841953938,1
112912,0723236186,3
112913,0140050531,0
112914,0310239702,1
112915,0394748093,1
112916,0449234851,1
112917,0590741683,1
112918,0800706080,0
112919,0812829832,1
112920,0843928093,1
112921,0849932998,2
112922,0891911804,0
112923,0894790463,1
112924,1556111185,3
112925,0140540539,0
112926,0307122700,1
112927,0449147177,1
112928,0816709777,1
112929,1557830398,1
112930,0062734059,1
112931,0345329589,1
112932,0425086593,1
112933,0440101859,1
112934,0671465457,0
112935,0684192861,1
112936,0689848668,1
112937,0664257550,1
112938,0760707871,1
112939,0760708398,0
112940,089870426X,1
112941,0762407514,1
112942,0006473369,2
112943,0224051369,0
112944,0061093572,1
112945,0553234889,1
112946,0765342383,1
112947,0140118594,1
112948,0061073555,1
112949,0786905263,1
112950,068482521X,1
112951,0735202206,1
112952,0670879606,1
112953,1551052377,1
112954,0708981690,1
112955,0373056109,1
112956,0448191555,0
112957,0679803955,1
112958,0771576412,1
112959,081292911X,1
112960,0919306675,1
112961,0920474500,0
112962,0944475299,1
112963,1557385270,1
112964,1563976935,1
112965,0670261564,1
112966,0140126244,0
112967,0208000526,1
112968,0345379349,1
112969,0553379453,1
112970,0802139302,1
112971,0947087133,0
112972,0959043950,1
112973,8807812894,1
112974,069100515X,1
112975,8489618631,1
112976,3550084064,1
112977,840802051X,1
112978,0198320221,1
112979,0385327072,1
112980,039395904X,1
112981,0307234517,2
112982,0345287835,1
112983,0345379748,2
112984,0590189867,1
112985,0688174159,1
112986,0819311782,1
112987,0884367657,1
112988,0969790120,1
112989,1550130927,1
112990,1558587772,0
112991,0373832281,2
112992,081381250X,1
112993,3442451906,1
112994,0436201933,0
112995,0140260021,1
112996,0887395082,1
112997,0340670932,1
112998,0707801680,1
112999,0721411908,0
113000,0721496598,1
113001,0723234817,1
113002,1862082308,1
113003,019503452X,1
113004,0140166289,0
113005,3442249759,1
113006,3404203763,1
113007,3404283139,2
113008,3426618265,0
113009,3442356644,1
113010,3453148207,1
113011,3453869753,1
113012,3471773487,1
113013,349912971X,0
113014,3502518696,1
113015,3522171861,1
113016,3596506239,1
113017,3776622520,1
113018,3785720076,0
113019,0688174418,1
113020,3426622572,2
113021,3426774771,1
113022,3453130758,0
113023,0192832123,1
113024,0393900703,1
113025,0691043442,1
113026,0691043450,1
113027,0786700319,1
113028,0801011949,1
113029,0803253656,2
113030,0807845884,0
113031,081351164X,1
113032,0870237705,1
113033,0913745405,1
113034,188044853X,1
113035,0671628879,0
113036,0345315898,2
113037,0060170395,1
113038,0060921285,1
113039,0060965835,1
113040,0061319937,1
113041,0140141480,1
113042,0140254277,2
113043,0140586954,1
113044,0140867414,1
113045,025321470X,1
113046,0312070691,1
113047,0374146381,1
113048,0374518882,1
113049,0375415661,1
113050,0375703152,1
113051,0380728478,1
113052,0385260350,2
113053,0385483457,2
113054,0385485522,2
113055,0385486502,1
113056,0393308324,1
113057,0395429765,1
113058,0395498546,1
113059,0395741777,0
113060,0425173607,2
113061,0440204879,1
113062,0441569587,1
113063,050020103X,0
113064,051744898X,1
113065,0553095285,1
113066,0670842729,1
113067,0671743996,1
113068,0671899422,0
113069,067944646X,1
113070,0679449248,1
113071,0684831945,2
113072,0688160948,0
113073,0688177921,1
113074,0694515582,1
113075,0694521310,1
113076,069452364X,1
113077,080211539X,0
113078,0805041044,1
113079,0809250810,1
113080,0811800148,1
113081,0811803201,3
113082,086547530X,1
113083,0874835186,1
113084,087596883X,0
113085,0875968848,1
113086,0878338470,1
113087,0881923508,1
113088,0886771986,1
113089,088864311X,1
113090,0892965614,2
113091,0918949092,2
113092,1555971458,1
113093,155597189X,1
113094,1557100357,1
113095,1565120183,0
113096,1569470448,2
113097,1578150418,1
113098,1580620671,1
113099,188443004X,0
113100,0810943964,1
113101,2020099071,1
113102,0099286580,2
113103,0764221086,1
113104,019283438X,2
113105,0716722399,1
113106,0716723808,0
113107,0415029740,1
113108,0375750185,1
113109,0789721260,1
113110,0380758903,1
113111,0449453197,0
113112,0060234830,1
113113,0060234938,2
113114,0060294949,1
113115,0071361367,0
113116,0152020527,1
113117,0395850827,1
113118,0448431483,1
113119,0517565951,1
113120,0671795864,0
113121,0809225344,1
113122,081121334X,1
113123,0861711777,2
113124,1556525141,0
113125,157416032X,1
113126,0920236243,1
113127,2020063468,1
113128,2020220199,1
113129,2070364801,0
113130,2070409333,2
113131,207042202X,1
113132,2253046884,1
113133,2277215627,0
113134,2290051527,1
113135,2714307841,3
113136,2842055616,0
113137,2869433972,2
113138,044651537X,1
113139,0307119920,1
113140,1562824422,0
113141,1578563968,1
113142,0345443799,1
113143,0312057539,2
113144,3499212498,0
113145,1569317143,1
113146,1931484546,1
113147,0735203342,1
113148,0671735845,1
113149,0060930225,0
113150,0373705646,1
113151,0373705859,1
113152,0373709919,2
113153,0385729626,0
113154,0028181484,1
113155,0060093161,1
113156,0373123043,1
113157,037312323X,1
113158,0373196865,0
113159,0689844654,2
113160,0764565451,2
113161,0844209163,0
113162,0917143469,1
113163,0201461390,1
113164,0486600815,1
113165,0679763449,1
113166,0886774233,3
113167,1880985128,1
113168,0151004005,1
113169,8401442435,1
113170,068485371X,2
113171,0131940104,0
113172,0140509844,1
113173,0142301191,1
113174,0307131807,1
113175,0307133281,1
113176,0307263061,0
113177,0374418101,2
113178,0385308671,1
113179,0416967507,1
113180,0416967604,0
113181,0416967701,1
113182,0416967809,1
113183,0439204348,1
113184,0439226163,1
113185,0440412129,0
113186,0525448667,1
113187,0590203096,1
113188,0590446371,1
113189,0590672959,1
113190,0670872067,0
113191,0721450733,1
113192,0824982983,1
113193,0866539298,1
113194,0874495768,1
113195,0874495776,0
113196,0874495792,1
113197,0895656906,1
113198,0895656914,1
113199,0895656922,1
113200,1550370863,0
113201,1550372467,1
113202,1550743244,1
113203,1575843315,1
113204,0747546398,1
113205,0763610496,1
113206,0765306794,1
113207,1550547496,1
113208,0312265042,2
113209,0874778131,1
113210,4770017073,1
113211,3473540137,1
113212,0345342291,0
113213,8571648395,3
113214,388022031X,1
113215,344245395X,0
113216,3453099532,3
113217,3453865111,1
113218,354824954X,0
113219,3612272993,2
113220,3453053192,1
113221,3404139895,2
113222,3596148340,1
113223,0070157960,1
113224,0395870712,1
113225,0395968860,0
113226,0525444513,1
113227,0688119158,2
113228,0739828371,1
113229,087516000X,1
113230,0380704706,1
113231,0062502816,1
113232,0150037244,1
113233,015003735X,0
113234,0155067370,1
113235,0316381497,3
113236,0375713719,0
113237,0395770653,1
113238,044090496X,1
113239,0534534600,1
113240,0669297909,1
113241,0697265870,0
113242,069727862X,1
113243,0761530924,1
113244,0785315756,1
113245,0786832010,1
113246,0801058236,0
113247,0806909668,3
113248,0809238209,1
113249,0809478080,0
113250,0830675736,1
113251,087011249X,1
113252,087694070X,1
113253,0915684993,1
113254,0936104562,0
113255,0940069156,1
113256,1574160044,1
113257,1577687310,1
113258,158333095X,1
113259,1878067923,0
113260,1884444393,1
113261,0060082968,1
113262,0060129735,1
113263,0060535520,1
113264,0141800240,0
113265,0141802847,2
113266,0312911858,1
113267,0373255489,1
113268,0375419071,0
113269,0380779870,1
113270,0425183084,2
113271,0517592959,1
113272,0553258672,1
113273,0553381024,1
113274,0553478907,1
113275,0553502611,1
113276,0553527509,0
113277,0553756850,1
113278,0671044206,1
113279,0671577522,1
113280,0671582631,1
113281,0694523267,0
113282,0694524913,1
113283,0694525162,1
113284,0696019728,1
113285,0739302264,1
113286,0743504666,0
113287,0743527267,1
113288,0764561642,1
113289,0787100765,1
113290,0787103012,1
113291,0787105538,0
113292,0787116769,1
113293,0787117293,1
113294,0787118559,1
113295,0803295588,1
113296,0806954817,0
113297,0807261629,1
113298,0812566750,1
113299,0880887532,1
113300,0886464684,1
113301,1402541805,0
113302,155166562X,1
113303,1552042766,1
113304,1555037143,2
113305,1555037704,0
113306,1558002677,1
113307,1558004483,1
113308,1558008039,1
113309,1558009388,1
113310,1558176934,0
113311,1559272120,1
113312,1561707635,1
113313,1562926209,1
113314,1565115384,1
113315,1567403115,0
113316,1567405452,1
113317,1570423830,1
113318,1570960151,1
113319,1577344715,1
113320,1577347242,0
113321,1578150442,1
113322,1578150604,1
113323,1578152097,1
113324,1578155495,1
113325,1586212869,0
113326,1587880091,1
113327,1587880407,1
113328,1587882337,1
113329,1588720098,1
113330,1590863518,1
113331,1593551649,1
113332,999740923X,1
113333,0373193610,1
113334,0425131327,1
113335,0812532066,2
113336,0812553926,1
113337,0972658815,1
113338,1561387452,1
113339,1583220232,1
113340,046087814X,1
113341,0702230871,0
113342,1865085332,1
113343,0689833776,2
113344,0060235322,1
113345,0060245875,3
113346,0060258934,1
113347,0060266864,2
113348,0140350381,2
113349,0140385398,0
113350,0307001229,1
113351,0307020258,1
113352,0307070484,1
113353,0307100723,1
113354,0307101614,0
113355,0307105555,1
113356,030711516X,1
113357,0307116182,1
113358,0307117561,1
113359,0307121682,0
113360,0307127664,2
113361,0307129047,1
113362,0307175103,1
113363,0307176509,0
113364,0307917576,1
113365,0312950608,1
113366,0316165387,1
113367,0380793725,1
113368,0385484763,1
113369,0394837886,1
113370,0394868722,1
113371,0394879996,1
113372,0399212302,1
113373,0399215964,1
113374,0399224459,1
113375,0439084113,1
113376,0440214696,0
113377,0448030845,2
113378,0517583607,1
113379,0525472290,1
113380,0553143573,0
113381,0553199463,1
113382,0553257412,1
113383,0553566229,1
113384,0590029134,1
113385,0590118625,0
113386,0590227130,2
113387,059042369X,1
113388,0590433504,1
113389,0590442805,2
113390,0590471430,1
113391,0590475347,1
113392,0670447161,3
113393,0670834513,1
113394,0671525395,0
113395,0671694103,1
113396,0679827021,1
113397,0679873473,1
113398,0679873481,1
113399,067987349X,0
113400,0679873503,1
113401,0679888101,1
113402,0688014550,1
113403,0688098843,1
113404,0688126340,0
113405,0689846630,1
113406,0763610097,1
113407,0763615064,1
113408,0765340550,1
113409,0786801093,0
113410,0786805773,1
113411,078680808X,1
113412,0803705697,1
113413,0816703035,1
113414,0816711143,0
113415,0821750348,1
113416,0843114819,1
113417,0874492440,1
113418,0880380209,1
113419,0893751960,0
113420,0893755346,1
113421,0893756806,1
113422,0895656841,1
113423,1558171193,1
113424,1565121899,1
113425,1568997981,1
113426,1570822352,1
113427,1576575179,1
113428,1586607995,0
113429,0802133118,1
113430,0963749862,1
113431,1566191580,1
113432,1577310926,1
113433,1587611112,0
113434,4770020805,1
113435,0026024306,1
113436,0435907581,1
113437,089577352X,1
113438,1583940650,1
113439,0446348252,1
113440,0805048510,1
113441,3423204834,1
113442,1558492984,0
113443,0787111430,1
113444,0679751785,2
113445,0060179112,1
113446,0060520566,0
113447,0060969164,1
113448,0064431983,1
113449,0064472590,1
113450,0140129928,1
113451,0141303174,1
113452,0345362799,1
113453,0380712504,1
113454,0380714981,1
113455,0385473907,0
113456,0394709373,1
113457,0394714865,1
113458,0394723694,1
113459,0399505989,1
113460,0439424410,0
113461,0440074088,1
113462,0440415969,1
113463,0553155288,1
113464,0590339672,1
113465,0590467328,0
113466,0590623877,1
113467,0590967258,1
113468,068482275X,2
113469,0688107559,2
113470,0746002149,1
113471,0785411887,1
113472,0786864001,0
113473,0807554979,1
113474,0920080685,1
113475,0942627091,1
113476,096503089X,1
113477,1550170295,0
113478,1556704275,2
113479,1562614320,1
113480,189094808X,1
113481,1890948128,0
113482,0312087543,1
113483,0062500171,3
113484,0261102249,0
113485,0333646827,1
113486,0745161243,1
113487,0743243145,1
113488,0062700227,1
113489,0399139621,0
113490,0880641932,1
113491,3453064429,1
113492,0070633495,2
113493,0738205435,1
113494,3453212703,1
113495,3453870123,1
113496,3596506263,1
113497,0877930740,1
113498,0679404430,1
113499,0679431764,1
113500,0425063976,1
113501,0812510607,0
113502,0892962208,1
113503,0446678724,1
113504,0743463358,1
113505,1569473331,1
113506,0312203047,0
113507,0590418106,1
113508,0385484399,1
113509,0394838610,1
113510,055358636X,1
113511,0679734821,1
113512,0726937339,2
113513,0813524660,1
113514,1870736036,0
113515,0140280189,2
113516,0060085924,1
113517,0451458001,1
113518,0140231757,0
113519,0394555856,1
113520,0486220028,1
113521,0812925440,1
113522,0140102914,1
113523,087044574X,0
113524,0870446622,1
113525,0870403796,1
113526,0312858353,1
113527,0060174390,1
113528,088207704X,0
113529,0962349941,1
113530,0963595318,1
113531,0740703544,2
113532,0060540745,0
113533,0802137016,2
113534,1565121686,1
113535,1850891249,1
113536,0571198643,0
113537,0747553122,1
113538,0671036548,3
113539,0816518653,1
113540,1587240211,1
113541,080505300X,2
113542,0425149005,0
113543,0449147347,1
113544,0553527010,1
113545,0671667475,1
113546,1862047278,1
113547,0451518780,0
113548,0752825615,1
113549,1558749373,3
113550,0802433707,1
113551,0613337034,1
113552,0848724496,1
113553,1864502509,1
113554,006093770X,0
113555,0813014913,1
113556,0307100480,1
113557,0345383281,1
113558,0531300552,1
