isbn,book_author,publisher,language,category_high,years
0739307002,others,Random House,en,fiction,2020
0743206371,Gary Zukav,Free Press,en,fiction,2020
0743222245,others,Simon & Schuster,en,fiction,2020
0767904605,others,Broadway,en,religion,2020
0802139914,Banana Yoshimoto,Grove Press,en,fiction,2020
0804106436,Allan Gurganus,Ivy Books,en,fiction,2000
0805063021,others,Owl Books,en,fiction,2000
0805071849,Paula Fox,Owl Books,en,biography autobiography,2020
0805072772,others,Owl Books,en,social,2020
0805210474,Jean-Paul Sartre,Schocken Books,en,social,2000
080701222X,Thich Nhat Hanh,Beacon Press,en,religion,2000
081293217X,others,Crown,en,self help,2020
081296747X,others,Random House,en,fiction,2020
0814402860,others,American Management Association,en,business,2000
0860917886,others,Verso,en,biography autobiography,1990
0874411033,others,others,en,fiction,2000
0875425925,others,Llewellyn Publications,en,health fitness,2000
0877957215,others,Arbor House Pub Co,en,fiction,1990
0881001163,others,others,en,fiction,2020
0930350820,others,Northeastern University Press,en,biography autobiography,1990
0934211477,others,others,en,fiction,2000
0941781135,others,others,en,biography autobiography,2000
0961035269,Neil Gaiman,others,en,fiction,2020
0971156905,others,others,en,fiction,2020
1400031257,others,Anchor,en,history,2020
1560254505,others,others,en,fiction,2020
1573223786,others,Riverhead Books,en,fiction,2020
1573229377,others,Penguin,en,philosophy,2020
1578194547,others,others,en,others,2000
1581820135,others,Cumberland House Publishing,en,history,2000
1583224939,others,Seven Stories Press,en,science,2020
1585670227,others,Overlook Press,en,fiction,2020
1592400825,others,Gotham,en,biography autobiography,2020
185799597X,others,Orion,en,fiction,2000
1883642434,others,others,en,fiction,2000
1932360069,others,Soft Skull Press,en,fiction,2020
0007106572,others,Collins,en,fiction,2020
0060089296,others,HarperTorch,en,fiction,2020
0060517212,others,Avon,en,fiction,2020
0060525010,Carolyn Hart,Avon,en,fiction,2020
0060548215,Joanne Pence,Avon,en,fiction,2020
0312955421,others,St. Martin's Press,en,true crime,2000
0312956436,others,St. Martin's Press,en,true crime,2000
0312966806,Jennifer Crusie,St. Martin's Press,en,fiction,2000
0312971370,others,St. Martin's Press,en,fiction,2020
0312978723,others,St. Martin's Paperbacks,en,fiction,2020
0312981848,others,St. Martin's Paperbacks,en,fiction,2020
0312983484,others,St. Martin's Paperbacks,en,fiction,2020
0312984227,others,St. Martin's Paperbacks,en,fiction,2020
0345434137,others,Ballantine Books,en,biography autobiography,2000
0345434471,others,Ballantine Books,en,fiction,2020
0373037147,others,Harlequin,en,fiction,2020
0373166125,Judy Christenberry,Harlequin,en,fiction,2000
0373169043,others,Harlequin,en,fiction,2020
0373194870,others,Silhouette,en,fiction,2020
0373195419,others,Silhouette,en,fiction,2020
0373197187,Diana Palmer,Silhouette,en,fiction,2020
0373217218,others,Harlequin,en,fiction,2020
0373226055,others,Harlequin,en,fiction,2020
037322608X,others,Harlequin,en,fiction,2020
0373226470,others,Harlequin,en,fiction,2020
0373226586,others,Harlequin,en,fiction,2020
0373226780,others,Harlequin,en,fiction,2020
0373226802,others,Harlequin,en,fiction,2020
0373250274,others,Red Dress Ink,en,fiction,2020
0373272006,Marilyn Pappano,Silhouette,en,fiction,2020
0373291027,others,Harlequin,en,fiction,2020
037344155X,others,Harlequin,en,fiction,2020
0373441568,others,Harlequin,en,fiction,2020
0373708408,Rebecca Winters,Harlequin,en,fiction,2000
0373708513,others,Harlequin,en,fiction,2000
0373708661,Claire M. Johnson,Harlequin,en,fiction,2000
037370920X,others,Harlequin,en,fiction,2020
0373710763,others,Harlequin,en,fiction,2020
0373790554,others,Harlequin,en,fiction,2020
0373825412,others,Harlequin,en,fiction,2000
0373834853,others,Harlequin,en,fiction,2020
0375724990,others,Vintage,en,fiction,2020
0380781565,others,Avon,en,fiction,2000
0380782340,Susan Elizabeth Phillips,Avon,en,fiction,2000
0380793806,others,Avon,en,fiction,2000
0380814390,others,Avon,en,fiction,2020
0380816830,Patti Berg,Avon,en,fiction,2020
038081918X,Susan Andersen,Avon,en,fiction,2020
0380819651,Tamar Myers,Avon,en,fiction,2020
0425181839,others,Prime Crime,en,fiction,2020
0425184315,Claudia Bishop,Berkley Publishing Group,en,fiction,2020
0425190749,others,Berkley Publishing Group,en,fiction,2020
0446364819,others,Warner Vision,en,fiction,2000
0446403830,Marcia Muller,Warner Books,en,fiction,2000
0446609005,others,Warner Books,en,fiction,2020
0446609188,Kasey Michaels,Warner Forever,en,fiction,2020
044661078X,Susan Wiggs,Warner Books,en,fiction,2020
0446613053,Sandra Brown,Warner Books,en,fiction,2020
0446692298,others,Warner Books,en,fiction,2020
0451188543,Tamar Myers,Signet Book,en,fiction,2000
0451192311,Tamar Myers,Signet Book,en,fiction,2000
0451197550,Tamar Myers,Signet Book,en,fiction,2020
0451202627,others,New American Library,en,fiction,2020
0451204301,Catherine Coulter,Signet Book,en,fiction,2020
0451205448,others,Signet Book,en,fiction,2020
0451207653,others,Signet Book,en,fiction,2020
0452284295,others,Plume Books,en,fiction,2020
0452284546,others,Plume Books,en,fiction,2020
0505524228,others,Love Spell,en,fiction,2020
0505524279,others,Love Spell,en,fiction,2020
050552497X,others,Love Spell,en,fiction,2020
0505525038,others,Love Spell,en,fiction,2020
0505525496,others,Love Spell,en,fiction,2020
0515133868,Nora Roberts,Jove Books,en,fiction,2020
0553575066,Patricia Potter,Bantam,en,fiction,2000
0553576798,LISA GARDNER,Bantam,en,fiction,2000
0671007718,V.C. Andrews,Pocket,en,fiction,2000
0671023535,others,Pocket,en,fiction,2020
0671039350,others,Pocket,en,fiction,2020
0671526677,others,Pocket,en,fiction,2000
0671729454,V.C. Andrews,Pocket,en,fiction,2000
0671735934,Susan Elizabeth Phillips,Pocket,en,fiction,2000
0671786601,Karen Robards,Pocket,en,fiction,2020
0689868278,Meg Cabot,Simon Pulse,en,fiction,2020
0739302213,JOHN GRISHAM,Random House,en,fiction,2020
0743219333,others,Scribner,en,biography autobiography,2020
074342347X,V.C. Andrews,Pocket,en,fiction,2020
0743442652,others,Pocket,en,fiction,2020
0786862572,others,Hyperion,en,humor,2000
0804117438,others,Ivy Books,en,fiction,2000
0804119686,others,Ivy Books,en,fiction,2020
0821765221,Kasey Michaels,Kensington Publishing Corp.,en,fiction,2020
082176845X,Susan Andersen,Zebra Books,en,fiction,2020
0821771175,Kasey Michaels,Zebra Books,en,fiction,2020
0821773402,others,Zebra Books,en,fiction,2020
0842382836,Melody Carlson,others,en,fiction,2020
0842382844,others,others,en,fiction,2020
0842382852,Sigmund Brouwer,others,en,fiction,2020
0849935369,others,Thomas Nelson,en,detective and mystery stories,2000
0877142912,others,others,en,fiction,2020
0974757004,others,others,en,fiction,2020
1400047943,others,Crown,en,business,2020
1551665204,Karen Harper,Mira,en,fiction,2000
1551665506,Linda Lael Miller,Mira,en,fiction,2000
1551668270,others,Mira,en,fiction,2020
1551669412,others,Mira,en,fiction,2020
1552095738,others,Firefly Books Ltd,en,biography autobiography,2020
1556615728,others,Bethany House,en,fiction,2020
1573227161,others,Riverhead Books,en,fiction,2000
1575664798,G. A. McKevett,Kensington Publishing Corp.,en,fiction,2000
1575667215,others,Kensington Publishing Corp.,en,fiction,2020
1575667223,others,Kensington Publishing Corp.,en,fiction,2020
1575667266,G. A. McKevett,Kensington Publishing Corp.,en,fiction,2020
159184021X,others,others,en,business,2020
1591840414,others,others,en,business,2020
1592680291,others,Roc,en,fiction,2020
1594140812,others,Five Star (ME),en,fiction,2020
1890768030,others,Intrigue Press,en,fiction,2000
0440228921,others,Yearling,en,fiction,2000
0060176563,Donald Spoto,Harpercollins,en,fiction,2000
1573222232,others,Riverhead Books,en,fiction,2020
0684868865,Larry McMurtry,Simon & Schuster,en,fiction,2020
0486266842,Henry James,Dover Publications,en,fiction,2000
0897331575,Martin H. Greenberg,Academy Chicago Publishers,en,fiction,1990
0553211439,Mark Twain,Bantam,en,fiction,2000
8420646113,Oscar Wilde,Alianza,en,fiction,2000
8420646717,Robert Louis Stevenson,Alianza,en,fiction,2000
8478884459,J. K. Rowling,Lectorum Publications,en,fiction,2000
8478884955,J. K. Rowling,Lectorum Publications,es,fiction,2000
8478885196,J. K. Rowling,Salamandra,en,fiction,2020
8478886451,J. K. Rowling,Lectorum Publications,en,fiction,2020
9871106181,Arturo Perez-Reverte,Suma de Letras,en,fiction,2020
0140440038,Sophocles,Penguin,en,fiction,1980
0441289886,Harlan Ellison,Ace Books,en,fiction,1990
0553296345,Ray Bradbury,Bantam,en,language,2000
0771099843,others,New Canadian Library,en,humor,1990
1577940040,Joyce Meyer,Harrison House,en,fiction,2000
0385302312,DIANA GABALDON,Delacorte Press,en,fiction,2000
0385302320,DIANA GABALDON,Delacorte Press,en,fiction,2000
1558505857,others,Adams Media Corporation,en,family,2000
0142437212,others,Penguin,en,fiction,2020
0805063196,others,Metropolitan Books,en,fiction,2020
0743217713,Jo-Ann Mapson,Simon & Schuster,en,fiction,2020
0060916338,others,Harpercollins,en,fiction,1990
0451204530,Ken Follett,Signet Book,en,fiction,2020
0609810103,others,Three Rivers Press,en,fiction,2020
0670886017,others,Penguin,en,fiction,2000
0812562852,Charles Grant,Tor Books,en,fiction,2020
0698116801,others,Putnam Publishing Group,en,fiction,2000
1858600006,others,others,en,fiction,2000
0964374099,others,others,en,fiction,2020
0451205987,Patricia Gaffney,New American Library,en,fiction,2020
1591290902,others,Publishamerica,en,fiction,2020
0449211525,Eric Lustbader,Fawcett,en,fiction,2000
0515101877,others,Jove Books,en,fiction,1990
0812522362,others,Tor Books,en,fiction,2000
0451203569,others,Signet Book,en,fiction,2020
0812561880,others,Forge,en,fiction,2020
0688111882,others,Harpercollins,en,fiction,2000
0060505885,others,Perennial,en,fiction,2020
0679401385,Peter Straub,Random House,en,fiction,2000
0440213886,others,Dell,en,fiction,1990
0515116068,Nora Roberts,Jove Books,en,fiction,2020
0679419691,others,Random House,en,fiction,2000
0743244710,James Lee Burke,Simon & Schuster,en,fiction,2020
0030074312,Lloyd Alexander,Henry Holt & Co,en,fiction,1980
0030622093,John Knowles,Henry Holt & Co,en,fiction,1990
0060805943,Barbara Pym,Collins,en,fiction,1990
0060806419,Ruth Prawer Jhabvala,Collins,en,fiction,1990
0060910992,Armistead Maupin,Collins,en,fiction,1990
0060955716,Henry James,Collins,en,fiction,2020
0061062081,Mel Gilden,Harpercollins,en,fiction,2000
0140183078,others,Penguin,en,fiction,2000
0140436669,Louisa May Alcott,Penguin,en,fiction,2000
0192815555,Daniel Defoe,Oxford University Press,en,fiction,1990
0312532253,others,St Martins Pr,en,fiction,1990
0312926294,Rosamunde Pilcher,St. Martin's Press,en,fiction,2000
038517652X,others,Doubleday,en,fiction,1990
0393000567,others,W.W. Norton & Company,en,fiction,1990
0393311465,Jean Rhys,W. W. Norton & Company,en,fiction,2000
0393322203,others,W.W. Norton & Company,en,fiction,2020
0394462017,Alison Lurie,Random House,en,fiction,1980
0394550846,Patrick Suskind,Random House,en,fiction,1990
0399234616,Jan Brett,Putnam Publishing Group,en,fiction,2020
0425044890,Simon Brett,Berkley Publishing Group,en,fiction,1990
0425089002,Agatha Christie,Berkley Publishing Group,en,fiction,1990
044048605X,others,Yearling,en,others,1990
0448416492,others,Grosset & Dunlap,en,fiction,2000
0449150046,Dorothy Gilman,Fawcett,en,fiction,2000
044918336X,Dorothy Gilman,Fawcett,en,fiction,2000
0449208648,Dorothy Gilman,Fawcett,en,fiction,2000
0449214281,E. L. Doctorow,Fawcett,en,fiction,1990
0553211668,others,Bantam,en,fiction,1990
0553259016,others,Bantam,en,others,1990
0553264753,others,Starfire,en,fiction,1990
0553482890,others,Skylark,en,fiction,2000
0586068805,Doris Lessing,Hunter Publishing+inc,en,fiction,2000
0670818577,Garrison Keillor,Penguin,en,fiction,2000
0670862215,Jane Langton,Viking,en,fiction,2000
0671541900,Doris May Lessing,Simon & Schuster,en,fiction,1990
0671827774,Laurie Colwin,Pocket,en,fiction,1980
0679737383,others,Vintage,en,fiction,2000
0803760965,others,Penguin,en,fiction,1980
0807554146,Gertrude Chandler Warner,Albert Whitman & Company,en,fiction,2000
158080036X,Doris May Lessing,others,en,biography autobiography,2020
0425057771,Dean R. Koontz,Berkley Publishing Group,en,fiction,1990
0451184734,Barbara Parker,Signet Book,en,fiction,2000
0316779989,David Sedaris,"Little, Brown",en,fiction,2000
0671568183,Larry McMurtry,Pocket,en,fiction,2000
0446603716,James Patterson,Warner Books,en,fiction,2000
0440193613,Danielle Steel,Dell,en,fiction,1990
0743418166,others,Atria,en,fiction,2020
0061094404,Barbara Taylor Bradford,HarperTorch,en,fiction,2000
0140386335,Michael Ende,Puffin Books,en,fiction,2000
0312957920,others,St. Martin's Press,en,fiction,2000
0345359321,Michael Crichton,Ballantine Books,en,fiction,1990
0345377672,William X. Kienzle,Fawcett,en,fiction,2000
0373288891,others,Harlequin,en,fiction,2000
0373825021,others,Harlequin,en,fiction,2000
0449148408,Faye Kellerman,Fawcett,en,fiction,2000
2890379302,others,others,en,fiction,2000
0140131612,Garrison Keillor,Penguin,en,fiction,2000
0741410060,others,Infinity Publishing.com,en,fiction,2020
0741404540,others,others,en,fiction,2020
0446609951,Tim Green,Warner Books,en,fiction,2020
0451157443,Stephen King,Signet Book,en,fiction,2000
0452275660,E. L. Doctorow,Plume Books,en,fiction,2000
0060175680,Olivia Goldsmith,Collins,en,fiction,2000
0380790025,Carolyn Hart,Avon,en,fiction,2000
0380977729,Carolyn G. Hart,William Morrow,en,fiction,2020
0380977737,Carolyn G. Hart,William Morrow,en,fiction,2020
0446605360,Carol Higgins Clark,Warner Books,en,fiction,2000
0451209486,others,Signet Book,en,fiction,2020
0670860743,others,Viking,en,fiction,2000
0671665499,others,Pocket,en,family,1990
0688172253,others,Perennial,en,medical,2000
0789202816,others,Abbeville Press,en,fiction,2000
0789426323,others,others,en,fiction,2000
0891090665,others,Navpress,en,religion,1990
0896218643,John Le Carre,Thorndike Pr,en,fiction,1990
1562827979,others,Hyperion,en,reference,2000
0440364574,others,Laurel,en,medical,1990
0446394009,others,Warner Books,en,fiction,2000
0915473275,Not Applicable (Na ),others,en,medical,2000
0060913568,others,others,en,others,1990
006091646X,others,Perennial,en,fiction,2000
0060924802,Armistead Maupin,Perennial,en,fiction,2000
0060929952,Beth Gutcheon,Perennial,en,fiction,2000
0060931752,others,Perennial,en,biography autobiography,2000
0060937742,others,Perennial,en,fiction,2020
0061096644,Peter Maas,HarperTorch,en,fiction,2000
0061099732,Anne Rivers Siddons,HarperTorch,en,fiction,2000
0062701649,others,HarperResource,en,business,2000
0064404773,Robin McKinley,Collins,en,fiction,2000
0140430032,Charles Dickens,Penguin,en,fiction,1990
0141001682,others,Penguin,en,biography autobiography,2020
0142003514,others,Penguin,en,biography autobiography,2020
0312186924,others,Picador,en,fiction,2000
031220387X,Brenda Joyce,St Martins Pr,en,fiction,2000
0312289189,others,St. Martin's Press,en,fiction,2020
0312420323,others,Picador,en,fiction,2020
0312962258,others,St. Martin's Press,en,fiction,2000
0345362721,Anne Rivers Siddons,Ballantine Books,en,fiction,1990
0345439163,others,Wellspring/Ballantine,en,self help,2020
037570910X,others,Vintage,en,fiction,2020
0380756234,Catherine Coulter,Avon,en,fiction,2000
0380756250,Johanna Lindsey,Avon,en,fiction,2000
0380844001,Kathleen E. Woodiwiss,Avon,en,fiction,1990
0380978091,others,William Morrow,en,fiction,2020
0385302304,DIANA GABALDON,Delacorte Press,en,fiction,2000
038549730X,Chitra Banerjee Divakaruni,Anchor,en,fiction,2020
039592684X,Amy Tan,Mariner Books,en,fiction,2000
0425111911,others,Berkley Pub Group,en,fiction,1990
0425140040,Laura Kinsale,Berkley Publishing Group,en,fiction,2020
0425176339,others,Berkley Publishing Group,en,fiction,2020
0440123747,William Stuart Long,Dell,en,australia,1990
0440206529,Belva Plain,Dell,en,fiction,2000
0446359203,Dan Simmons,Warner Books,en,fiction,2000
0446526126,others,Warner Books,en,self help,2020
0446603856,Larry Bond,Warner Books,en,fiction,2000
0449002268,others,Ballantine Books,en,fiction,2000
0449907570,others,Ballantine Books,en,self help,2000
0451155815,Mary Jo Putney,New Amer Library,en,fiction,1990
0451175123,Ayn Rand,New Amer Library,en,fiction,2000
0451409973,others,Onyx Books,en,fiction,2020
0452271657,others,Penguin,en,fiction,2000
0452279593,Brian Moore,Plume Books,en,fiction,2000
0452281636,others,Plume Books,en,fiction,2020
0452282691,others,Plume Books,en,biography autobiography,2020
051511779X,Nora Roberts,Jove Books,en,fiction,2000
0553277944,Dorothy Cannell,Bantam,en,fiction,2000
0553280074,LURLENE MCDANIEL,Bantam,en,fiction,1990
0553345834,others,Bantam,en,business,1990
055358264X,Luanne Rice,Bantam,en,fiction,2020
0670032670,Susan Vreeland,Viking,en,fiction,2020
0671002821,others,Pocket,en,biography autobiography,2000
0671795694,others,Pocket,en,fiction,2000
0671885650,Harold Coyle,Pocket,en,fiction,2000
0679447164,others,Knopf,en,design,2000
0679752927,others,Vintage,en,biography autobiography,2000
0688158129,Jodi Picoult,William Morrow,en,fiction,2000
0688170528,Jodi Picoult,Quill,en,fiction,2000
0741408155,others,Infinity Publishing.com,en,fiction,2020
0743422449,Jodi Picoult,Washington Square Press,en,fiction,2020
0743431030,others,Pocket,en,fiction,2020
0761119396,others,Workman Publishing,en,self help,2020
0786866020,others,Hyperion,en,business,2020
0800757769,others,Revell,en,fiction,2020
0804105146,Paul Theroux,Ivy Books,en,travel,2000
080410946X,Anna Quindlen,Ivy Books,en,fiction,2000
0805058001,others,Owl Publishing Company,en,health fitness,2000
0805064222,others,Henry Holt & Co,en,fiction,2020
0811813401,John Miller,Chronicle Books,en,fiction,2000
0879522593,others,others,en,religion,2020
0883964368,others,others,en,others,2000
0887307876,Scott Adams,HarperBusiness,en,humor,2000
0895296950,others,Avery Publishing Group,en,others,2000
0938756605,others,others,en,fiction,2020
0970351704,others,others,en,fiction,2020
0972386602,others,others,en,psycholog,2020
1551665301,others,Mira,en,fiction,2000
1556521952,others,others,en,others,2000
1567403263,Luanne Rice,others,en,fiction,2020
1574900684,others,others,en,fiction,2000
1580631797,others,Renaissance Books,en,fiction,2020
1582700230,others,Beyond Words Publishing,en,fiction,2020
1591251478,others,others,en,fiction,2020
159129021X,others,PublishAmerica,en,fiction,2020
1878424084,others,others,en,health fitness,2000
1893705153,others,others,en,fiction,2020
0020404808,others,Scribner,en,fiction,1990
0060198125,Joanne Harris,William Morrow,en,fiction,2020
0060539550,Lisa Scottoline,Perennial,en,fiction,2020
0060937866,others,Perennial,en,fiction,2020
006440188X,Frances Hodgson Burnett,HarperTrophy,en,fiction,2000
0066211158,Marge Piercy,William Morrow,en,biography autobiography,2020
0140340203,Roald Dahl,Puffin Books,en,children,1990
0312288549,others,St. Martin's Press,en,biography autobiography,2020
0316519294,others,"Little, Brown",en,fiction,2020
0316769177,J.D. Salinger,Back Bay Books,en,fiction,2020
0345333853,Marion Zimmer Bradley,Del Rey,en,arthurian romances,1990
0345452569,JONATHAN KELLERMAN,Ballantine Books,en,fiction,2020
0385502605,others,Doubleday,en,fiction,2020
0525945830,others,Dutton,en,fiction,2020
0571175686,others,Farrar Straus & Giroux,en,others,2000
0670031895,others,Viking,en,fiction,2020
0671567748,others,Atria,en,fiction,2020
0785814078,Ed Gorman,Book Sales,en,fiction,2020
0880887621,others,Peter Pauper Press,en,fiction,2000
1582343586,Douglas Coupland,Bloomsbury,en,fiction,2020
1588720020,others,others,en,fiction,2020
0030119502,others,Thomson Learning,en,fiction,1970
0060391626,Wally Lamb,Regan Books,en,fiction,2000
0060912529,Milan Kundera,Harpercollins,en,fiction,1990
0060927569,Barbara Kingsolver,Perennial,en,literary,2000
0061091464,Clive Barker,HarperTorch,en,fiction,2000
0064473511,Diana Wynne Jones,HarperTrophy,en,fiction,2020
0140157379,Salman Rushdie,Penguin,en,fiction,2000
0140196013,others,Penguin,en,social,2000
0140252991,others,Penguin,en,fiction,2000
0140424385,Geoffrey Chaucer,Penguin,en,poetry,2020
0140442618,Plato,Penguin,en,philosophy,1980
0141304235,John R. Erickson,Puffin Books,en,fiction,2000
0151009988,Virginia Woolf,Harcourt,en,fiction,2020
0156106809,Italo Calvino,Harcourt,en,fiction,1980
0192825232,others,Oxford University Press,en,fiction,2000
0312119305,Ethan Canin,Picador,en,fiction,2000
0316196614,others,Back Bay Books,en,fiction,2020
0316895245,others,"Little, Brown",en,fiction,2020
0340165634,Norah Lofts,others,en,fiction,1980
0375701710,others,Vintage,en,fiction,2000
0380017997,Margaret Eleanor Atwood,Avon,en,fiction,1980
0385247958,others,Doubleday,en,science,2000
0385264666,Naguib Mahfouz,Anchor,en,fiction,2000
0385721765,others,Anchor,en,fiction,2020
0394736656,Charlotte Perkins Gilman,Pan,en,fiction,1980
0425106403,others,Berkley Publishing Group,en,fiction,1990
042511306X,Barbara Michaels,Berkley Publishing Group,en,fiction,1990
0425158632,Tom Clancy,Berkley Publishing Group,en,fiction,2000
0440127793,others,Dell,en,fiction,1990
0440156998,others,Dell,en,fiction,1990
0440167361,others,Dell,en,fiction,1990
0440414857,others,Yearling,en,fiction,2020
0440416655,others,Yearling,en,fiction,2020
0446363251,Alexandra Ripley,Warner Books,en,fiction,2000
0449207439,others,Ivy Books,en,fiction,1990
0449237923,others,Fawcett,en,fiction,1980
0451521897,Robert Louis Stevenson,Signet Classics,en,adventure,2000
0451526562,Charles Dickens,Signet Book,en,france,2000
0452269865,Joyce Carol Oates,Plume Books,en,fiction,2000
0486284670,others,Dover Publications,en,fiction,2000
0525945814,Tracy Chevalier,Dutton,en,fiction,2020
0553210165,others,Bantam,en,fiction,1990
0553273221,others,Bantam,en,fiction,1990
0590422677,others,Scholastic,en,others,1990
0671755064,Douglas Coupland,Washington Square Press,en,fiction,2000
0671788574,others,Washington Square Press,en,fiction,2000
0679445102,Louisa May Alcott,Random House,en,fiction,2000
0679457852,Anita Brookner,Random House,en,fiction,2000
0679724699,others,Vintage,en,fiction,2000
0679744665,Salman Rushdie,Vintage,en,fiction,2000
0679757899,others,Vintage,en,fiction,2000
0742628191,Rudyard Kipling,others,en,fiction,2020
0743203968,Don DeLillo,Scribner,en,fiction,2020
0786704799,others,Carroll & Graf Publishers,en,fiction,2000
0787119784,Lewis Carroll,Dove Books,en,fiction,2000
0812963741,others,Crown,en,science,2000
087905283X,others,Gibbs Smith,en,fiction,1990
0884191338,others,others,en,religion,1980
0887621112,others,others,en,fiction,2020
0891902309,others,Amereon Limited,en,fiction,1970
0912670096,Charlotte Perkins Gilman,Book Sales,en,fiction,1980
1558611584,Charlotte Perkins Gilman,Feminist Press,en,fiction,2000
1931513309,others,others,en,fiction,2020
2830202813,Victoria Holt,others,en,fiction,1990
0060520612,others,Collins,en,self help,2020
0140286527,others,Penguin,en,fiction,2020
0312422911,others,Picador,en,fiction,2020
0399151745,Amanda Quick,Putnam Publishing Group,en,fiction,2020
044900371X,others,Ballantine Books,en,biography autobiography,2020
0743236742,others,Free Press,en,fiction,2020
096634734X,others,others,en,fiction,2020
1400030382,others,Vintage,en,fiction,2020
1400060737,others,Random House,en,fiction,2020
0375413596,others,Knopf,en,fiction,2020
0553268937,others,Bantam,en,fiction,1990
0060931957,others,Perennial,en,fiction,2000
0060192704,others,others,en,fiction,2000
0062516981,others,HarperSanFrancisco,en,fiction,2020
0380722704,Kaye Gibbons,Avon,en,fiction,2000
096533192X,others,Viking,en,fiction,2020
006000925X,others,Avon,en,fiction,2020
0060504137,Elizabeth Lowell,William Morrow,en,fiction,2020
0060514930,Lisa Scottoline,Collins,en,fiction,2020
0060539836,Stephanie Bond,Avon,en,fiction,2020
0061044407,Jan Burke,HarperTorch,en,fiction,2000
0061083259,others,HarperTorch,en,fiction,2000
0061084751,others,Harper Mass Market Paperbacks,en,fiction,2000
0140257349,others,Penguin,en,curiosities and wonders,2000
0312957882,others,St. Martin's Press,en,fiction,2000
0312977409,Brenda Joyce,St. Martin's Paperbacks,en,fiction,2020
0312983336,Stephanie Bond,St. Martin's Paperbacks,en,fiction,2020
0345287797,Jim Davis,Ballantine Books,en,fiction,1990
0345307127,Jim Davis,Ballantine Books,en,fiction,1990
034530912X,Jim Davis,Ballantine Books,en,others,1990
0345312260,Jim Davis,Ballantine Books,en,fiction,1990
0345312716,Jim Davis,Ballantine Books,en,humor,1990
0345318056,JIM DAVIS,Ballantine Books,en,humor,1990
0345319281,Jim Davis,Ballantine Books,en,humor,1990
0345381718,others,Ivy Books,en,fiction,2000
0345453409,others,Ballantine Books,en,fiction,2020
0373218095,Maggie Shayne,Silhouette,en,fiction,2020
0373218397,Nora Roberts,Silhouette,en,fiction,2020
0373255632,Jennifer Crusie,Harlequin,en,fiction,2000
0373290160,Carolyn Davidson,Harlequin,en,fiction,2000
0373440049,Jennifer Crusie,Harlequin,en,fiction,2000
0373441614,others,Harlequin,en,fiction,2020
0373835795,Carly Phillips,Harlequin,en,fiction,2020
0373835876,Carly Phillips,Harlequin,en,fiction,2020
037383599X,Carly Phillips,Harlequin,en,fiction,2020
0380711532,Joy Fielding,Avon,en,fiction,2000
0380754029,Katherine Sutcliffe,Avon,en,fiction,1990
0380763435,others,Harper Mass Market Paperbacks,en,fiction,2000
0380775506,others,Harper Mass Market Paperbacks,en,fiction,2000
0380775794,others,Harper Mass Market Paperbacks,en,fiction,2000
0380778335,others,Harper Mass Market Paperbacks,en,fiction,2000
0380782529,others,Avon,en,fiction,2000
0380785617,others,Avon,en,fiction,2000
0380793393,others,Harper Mass Market Paperbacks,en,fiction,2000
0380795116,Susan Andersen,Avon,en,fiction,2000
0380795124,Susan Andersen,Avon,en,fiction,2000
0380800233,Christina Skye,Avon,en,fiction,2000
0380807122,Susan Andersen,Avon,en,fiction,2020
0380807149,Susan Andersen,Avon,en,fiction,2020
0380819201,Susan Andersen,Avon,en,fiction,2020
0380898802,Victoria Pade,Avon,en,fiction,1990
0425123456,Kinky Friedman,Berkley Publishing Group,en,fiction,2000
0425132048,John Sandford,Berkley Publishing Group,en,fiction,2020
0425192784,Rebecca York,Berkley Publishing Group,en,fiction,2020
0425193861,Patricia Potter,Berkley Publishing Group,en,fiction,2020
0425196852,others,Berkley Publishing Group,en,fiction,2020
0440206499,others,Dell,en,fiction,2000
0440215994,others,Dell,en,fiction,2000
0440222877,others,Island,en,fiction,2000
0440225043,Karen Robards,Dell,en,fiction,2000
0440235782,others,Dell,en,fiction,2020
0440237602,others,Dell,en,fiction,2020
0445206578,Jayne Ann Krentz,Warner Books,en,others,1990
0445409169,Marcia Muller,Warner Books,en,fiction,2000
0446365262,Dorothy Garlock,Warner Books,en,fiction,2000
0446606189,James Patterson,Warner Books,en,fiction,2000
0446609943,Sandra Brown,Warner Vision,en,fiction,2020
0446612510,Tim Green,Warner Books,en,fiction,2020
0446612812,others,Warner Books,en,fiction,2020
0446612944,Sandra Hill,Warner Forever,en,fiction,2020
0446613665,others,Warner Forever,en,fiction,2020
0449146448,others,Fawcett,en,fiction,2000
0451124685,Jack Higgins,Penguin,en,fiction,1990
0451405285,others,Topaz,en,fiction,2000
050552533X,others,Love Spell,en,fiction,2020
0515116386,others,Jove Books,en,fiction,2000
0553581023,Luanne Rice,Bantam,en,fiction,2020
0553802542,Sandra Brown,Bantam,en,fiction,2020
0553803409,IRIS JOHANSEN,Bantam,en,fiction,2020
0590424564,Richie Tankersley Cusick,Scholastic,en,others,1990
0590448862,others,Scholastic,en,others,1990
0590568817,R. L. Stine,Scholastic,en,fiction,2000
059067319X,R. L. Stine,Scholastic,en,fiction,2000
0590673203,R. L. Stine,Scholastic,en,fiction,2000
0671011367,Kathy Reichs,Pocket,en,fiction,2000
0671019295,Carolyn Keene,Simon Pulse,en,fiction,2000
0671034421,Linda Howard,Atria,en,fiction,2020
0671507397,Dick Francis,Pocket,en,fiction,1990
